Date Added,Company,Website,Contact Name,Contact URL,Source,Fit Reason,Visible Issue,Offer Sent,Status,Next Step,Follow-up Date,Qualified Call Date,Proposal Value,Outcome,Lost/Won Reason,Notes
2026-05-12,,,,,Manual research,,,,Prospect,,,,,,,
